IP,label,0,1,2
10.12.86.22,1,-0.0032880676053029544,-0.00012891738794079913,4.088933862871668e-05
10.12.86.45,1,-0.003287698976674419,0.0006164697577726899,-0.0004415131878347825
10.12.49.34,1,-0.0032617327358381307,-0.00013766582794566695,4.152591206898e-05
10.12.1.90,1,-0.00516050261311391,0.0002322119879592048,0.00028780953980521326
10.12.1.37,1,-0.0032212377710574462,-0.00014449286215767083,3.4532043855968574e-05
10.12.24.29,1,-0.0032419733036219683,0.002075198990639794,-0.0014473597277543074
10.12.1.56,1,-0.0031986658072896672,-7.884564776117411e-05,-1.1334099739603904e-05
10.12.60.69,1,-0.003227686452693621,-0.0001430176374449501,3.6389735035529065e-05
10.12.60.58,1,-0.0032277061937866515,-0.00011238804400873547,1.4615587786815429e-05
10.12.88.170,1,-0.003289900199126293,-0.0001340090447977471,4.46798465603922e-05
10.13.97.4,1,-0.0034770153857915133,-0.00010346930812373567,7.41988972786092e-05
10.12.1.195,1,-0.005160465101390924,0.00013263712914703913,0.0003228140619790279
10.12.80.87,1,-0.0032275464557301368,-0.0001420501153090804,3.7112748213377194e-05
10.12.10.59,1,-0.0032335843606292767,-0.0001406009731005546,3.939972837410099e-05
10.12.60.50,1,-0.0032696815706203357,-0.00012619242062038676,3.484672111011191e-05
10.12.87.70,1,-0.0032882905294106964,-0.00013183850168149106,4.76351810333783e-05
10.12.20.47,1,-0.003227780823124813,-0.00014304192828620658,3.638678575761684e-05
10.12.88.170,1,-0.003289900199126293,-0.0001340090447977471,4.46798465603922e-05
10.12.1.56,1,-0.003193983477047013,-0.00011710923469625195,9.485916716590594e-06
10.12.60.35,1,-0.003269546437545368,-0.00013655988755262077,4.264495575120009e-05
10.12.45.212,1,-0.003259191704498735,-9.868209782318282e-05,2.1779461249752334e-05
10.12.90.58,1,-0.003290911984013199,-0.0001335697207691424,4.5728115753153624e-05
10.12.52.34,1,-0.003263961113638394,-0.00013799630438811626,4.083963104844305e-05
10.12.44.234,1,-0.003258540995078164,-9.804227029765592e-05,2.4977155993082958e-05
10.12.44.103,1,-0.0032580228011553952,0.0001676591018497143,-0.00010555326067924312
10.14.72.56,1,-0.003641319894114288,-5.8402536040153184e-05,8.597997534432588e-05
10.12.44.40,1,-0.0032274986358724342,-0.0001435283833904436,3.545693305898859e-05
10.12.45.212,1,-0.0032591711456271197,-4.695389795001984e-05,-1.2618859000556655e-05
10.12.32.31,1,-0.003249634746930717,-0.00012775825483220984,5.541561277877125e-05
10.12.48.37,1,-0.0032608297046933968,-9.275094054323672e-05,2.4668707532440437e-05
10.12.48.52,1,-0.003260545724216183,-0.0001335493813367881,4.412691578202513e-05
10.12.88.72,1,-0.0032896267404935622,-0.0001327325328084406,4.494004139620783e-05
10.12.105.2,1,-0.0033008824653786434,-0.00012997667155052354,4.9152100843881104e-05
10.12.1.230,1,-0.0031692386674838,-0.00015176004338695996,2.7024622708891647e-05
10.12.45.129,1,-0.003117927883605636,-0.00014178391599467283,4.873921878769384e-05
10.12.1.230,1,-0.0032005718601610593,-0.00014740615025050886,3.154149461318633e-05
10.12.200.1,1,-0.003221817809977902,0.000201104158531825,-0.00019399574652728452
10.12.80.87,1,-0.003219870486230388,-0.0001423449566308098,3.691343812499931e-05
10.12.107.73,1,-0.003302495325211674,-0.00012749011575414077,5.484727966771791e-05
10.12.45.119,1,-0.003258605302228269,-0.00013456674573977194,3.8738267435699394e-05
10.12.48.59,1,-0.0032605673003719034,-0.00013566057455882848,4.363431980177785e-05
10.12.45.239,1,-0.0032589367247260626,-0.00013617697504982683,4.32741904328394e-05
10.12.1.74,1,-0.002796762103125895,-9.60325036227323e-05,0.0001613941995984046
10.12.90.49,1,-0.0032903623404547315,-0.00013149210858899468,4.7943203487174645e-05
10.12.200.1,1,-0.0032248050455630575,-0.00013366988413966081,2.807638107049088e-05
10.12.49.53,1,-0.003261872402013214,-0.00011295161088336386,2.5336292687855105e-05
10.12.44.146,1,-0.0032579679028201538,-0.00013504603909268432,4.280387289680288e-05
10.12.8.48,1,-0.0032326561313708578,-0.0001414181710388891,3.824627990393876e-05
10.12.84.54,1,-0.003286113923570228,-0.00013099868453063225,5.019999749708597e-05
10.12.87.88,1,-0.0032889593719130686,-0.00012597497393246693,3.943386227689567e-05
10.12.80.87,1,-0.0032270653990857322,-0.00011921829152415041,6.285887151472278e-05
10.12.1.56,1,-0.00318864378600381,-0.00013326603714720512,5.4925562472005306e-05
10.12.88.40,1,-0.003289462225037997,-0.0001304604697581626,4.835333084934273e-05
10.12.90.59,1,-0.0032909130103166043,-0.00013231414000477158,4.6840133220696944e-05
10.12.49.58,1,-0.0032617992996500514,-0.00013763598130284193,4.152155518618386e-05
10.12.44.155,1,-0.0032586114251263055,-0.00012776713113936132,3.326665055210876e-05
10.12.92.22,1,-0.003291705194492607,-0.00012987275031552735,5.0572134936573006e-05
10.12.1.230,1,-0.0031968682723716065,4.926397650229783e-05,-8.537070658201531e-05
10.12.1.56,1,-0.0030807416497849785,-0.00015842489370408418,1.4634053640977198e-05
10.12.2.74,1,-0.0031978590714968084,-0.0001460748122907911,3.38465044185416e-05
10.12.80.87,1,-0.0032199564419120065,-0.00014225420527802252,3.6872306112966134e-05
10.12.32.31,1,-0.0032494489415880253,0.00011269960311196041,-0.00010269815762335969
10.12.1.17,1,-0.0032272531263670334,-0.00014228208710347014,3.6194236481568966e-05
10.12.45.87,1,-0.0032588512629374974,-0.00011448939452093622,3.175937952283849e-05
10.12.45.212,1,-0.003259028241197979,0.0004972328254430589,-0.00035100858483537954
10.12.2.40,1,-0.0031807458583081316,-0.00014938206163988478,3.0007900394228925e-05
10.12.1.37,1,-0.0032084552935287363,-0.00014627940134214493,3.268644469387851e-05
10.12.1.37,1,-0.003180053186648383,-0.00014994365137607933,2.8668244253294162e-05
10.12.16.29,1,-0.0032276450442519896,-0.00014303164466467083,3.56033874954918e-05
10.12.80.18,1,-0.0032528113590138802,-0.00013942746857912534,3.920214351621876e-05
10.12.72.35,1,-0.0032775426442763693,-0.0001333216372811209,4.605872282942979e-05
10.12.60.61,1,-0.0032690691823107007,-6.827349625783265e-05,0.0001565615261133789
10.12.60.83,1,-0.0032695048786992903,0.0002857677077670592,-0.00022382683968645673
10.12.1.56,1,-0.003170883289379379,-0.00013424381797401332,1.9767172158682498e-05
10.12.44.53,1,-0.0032276839850555196,-0.00011233903146543197,1.4576954594409455e-05
10.12.48.33,1,-0.0032610909387567415,-8.084784711647679e-05,7.10080764359686e-06
10.12.52.30,1,-0.0032275790816620586,-0.00014352198459506962,3.547048683222448e-05
10.13.45.180,1,-0.0034408458552300726,-7.443983994108779e-05,4.904400880802679e-05
10.12.1.74,1,-0.0028149400818565902,-9.350915871343935e-05,0.0001654189482666771
10.12.60.58,1,-0.003269665536510763,-3.039787813923896e-05,-2.8960674649966074e-05
10.12.45.119,1,-0.003227620806977157,-0.00014360904137373652,3.545143892906187e-05
10.12.52.58,1,-0.003263839784947909,7.457682390331128e-05,-9.740145903179892e-05
10.12.87.70,1,-0.0032886369248010003,7.854629947012649e-05,-8.459225368817018e-05
10.12.1.37,1,-0.0031964430401049976,-0.00014550500966800832,3.507815482120542e-05
10.12.10.59,1,-0.003234205635672163,-0.00014215207764202529,3.65405887348408e-05
10.12.88.211,1,-0.0032890440814102124,0.00012308467048872224,5.784719854542367e-05
10.12.80.87,1,-0.003227553600839546,-0.00013948524402982742,4.044297625488969e-05
10.12.1.56,1,-0.003185689342489689,-0.00014906286973680194,3.0071686778319802e-05
10.12.80.87,1,-0.003219876034777503,-0.00014234760447690085,3.691656724461915e-05
10.12.80.11,1,-0.003283571865371159,0.00029916656419991933,-0.0002476850511017474
10.12.41.250,1,-0.003256561891051308,7.330344699760771e-05,-0.00010004376612158507
10.12.80.11,1,-0.0032276012779701426,-0.00014347462422229532,3.5423853048111224e-05
10.12.48.159,1,-0.0032611748046986297,-9.807047011377892e-05,2.1660873050245358e-05
10.12.48.159,1,-0.003261174984696932,-9.83610454467245e-05,2.1787342267873216e-05
10.12.36.32,1,-0.0032522621737068936,0.00048748256807160383,-0.00038018933733931665
10.12.42.45,1,-0.003256812797322732,-0.00013497646344095388,4.360590199154429e-05
10.12.48.46,1,-0.0032611537441857535,-0.00013815037972259012,4.048556531084767e-05
10.14.72.56,1,-0.003641315453101691,-4.656009882499566e-05,7.789995582356104e-05
10.12.36.32,1,-0.0032525655445084563,-6.746389345144246e-05,-8.308616498223527e-06
10.12.92.22,1,-0.003291583350112454,0.0001571463054756032,-0.00014946311353709112
10.12.1.56,1,-0.003174524924059459,-0.00011942181826309126,6.400068002756038e-06
10.12.49.43,1,-0.003261562670442581,-9.782311230090516e-05,2.2159756631481128e-05
10.12.52.70,1,-0.0032639590862185088,-0.0001347364498796952,4.4236770968603284e-05
10.12.2.85,1,-0.003197693206830809,-0.00014634192578665478,3.2816557414946434e-05
10.12.45.149,1,-0.0032586658542200888,-0.00011832594186362313,5.4289380498162087e-05
10.12.10.44,1,-0.003233541709316452,-0.00013998264991437693,4.054861115060431e-05
10.12.2.85,1,-0.0031976277886454486,-0.00014715327017665193,3.194804221931849e-05
10.13.132.2,1,-0.0035020548922487967,-4.683538392098619e-06,4.168078307593271e-05
10.12.20.47,1,-0.003240652435934532,-0.0001396472394948126,4.045210906468513e-05
10.12.1.230,1,-0.0032274428202683694,-0.0001432694032893814,3.550463592553454e-05
10.12.45.100,1,-0.0032585494892932595,-0.00013434320373753006,4.345700300689447e-05
10.12.80.87,1,-0.0032275604732774155,-0.00012692893531525344,6.282028663494816e-05
10.12.8.32,1,-0.003232083600354493,-0.0001373448651902862,4.464088701249359e-05
10.12.8.50,1,-0.0032325739458083772,6.756301448328864e-05,-0.00010056676621717369
10.12.36.232,1,-0.003252521892812147,-0.00013445860888075263,4.761922676817054e-05
10.12.8.34,1,-0.0032324221017718813,9.353481448259036e-05,-9.405412449736571e-05
10.12.60.60,1,-0.0032276566092439133,-0.00011266403489626537,1.4535785812932246e-05
10.12.1.230,1,-0.003186219831108349,-0.00014938695935895303,2.9476156451167766e-05
10.12.80.69,1,-0.003283315375638316,-0.0001314061606776942,4.97581845072494e-05
10.12.44.69,1,-0.003258344464132543,-6.909841504511981e-05,-3.140238142066713e-07
10.12.90.59,1,-0.003290389163047995,-0.00013096187822360137,4.9070397177139555e-05
10.12.87.113,1,-0.0032888955454907247,-0.00010780368197148209,6.91845484845039e-05
10.12.1.9,1,-0.0032276481740651382,-0.00011256413577377371,1.4546211947691649e-05
