IP,label,0,1,2
10.12.36.41,0,0.17621611453723413,-0.2659819489227409,-0.05267730606494648
10.12.86.31,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.12.48.32,0,-0.3236989400112783,0.10773472681019317,-0.001832684429461557
10.12.60.50,0,0.01258453777932346,0.3118930929124819,0.4505030150841197
10.12.90.48,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.12.88.179,0,-0.3676174995086776,0.16027840003571064,0.00476360228057531
10.12.88.52,0,-0.25813301841389197,0.03845519640655252,-0.010684946947421954
10.12.44.134,0,0.5661061358297035,0.2773025598275915,-0.020540991241363927
10.12.41.218,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.12.44.70,0,0.30485933813956556,-0.3216431433985717,-0.0613992442325643
10.12.1.2,0,-0.21664870625809174,-0.0009328613360125313,-0.01580494767939644
10.14.96.94,0,-0.24568074944080537,0.026308364835645262,-0.012257916098766407
10.12.90.62,0,-0.23011371560422614,0.01152027157568491,-0.014181389379008827
10.12.87.33,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.14.96.94,0,-0.22902726342182264,0.010504009222142814,-0.014313493795600016
10.12.41.42,0,0.07059991587590926,-0.21005573755704662,-0.04442105950158844
10.12.52.39,0,0.06487174827463212,-0.2067425264416456,-0.04394264976877752
10.12.107.116,0,-0.12417988172545304,-0.07901320766151824,-0.026178260814088927
10.14.32.141,0,-0.20421200219196672,-0.012169942189732873,-0.017281393322272805
10.12.44.234,0,0.8247475375413961,0.4763223203482655,-0.10625655843209579
10.12.44.132,0,-0.010391232883064047,-0.16034325864023202,-0.03735033369973567
10.12.84.39,0,0.4247836188219617,0.4255648249532037,0.2615945614409523
10.12.45.201,0,-0.2168594028139715,-0.000740491237932343,-0.015782738015890835
10.12.88.47,0,-0.2288597874186483,0.010347561444836168,-0.014334082401965011
10.12.44.161,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.12.48.41,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.12.49.45,0,-0.2596648406403101,0.039969711439859806,-0.010489335332712697
10.12.56.31,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.12.48.42,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.12.28.29,0,-0.3676174909590521,0.16027860641696254,0.004764530260817177
10.12.44.69,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.12.10.44,0,0.17621569114677868,-0.265979021629653,-0.052671900375570783
10.12.44.108,0,0.24204170197768352,-0.2961108961658773,-0.0573070233669149
10.12.44.97,0,-0.3675927196394707,0.16029000956411538,0.004794284615547671
10.12.87.86,0,0.18805807588871049,-0.27166425436192276,-0.05354418649227189
10.12.44.138,0,0.8240939446524386,-0.40697222700908137,-0.08157312612136501
10.12.86.43,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
10.12.88.181,0,-0.1828789941922404,-0.03088116668396126,-0.019746383742949968
