IP,label,0,1,2
10.12.32.41,0,0.1762156911466808,-0.26597902162981973,-0.05267190037547833
10.12.1.206,0,-0.36758841794914293,0.160291408469584,0.0047968164430792284
10.12.87.69,0,-0.3676174992830165,0.16027853213106247,0.004764200885630969
10.12.10.108,0,0.24204285320247257,-0.29611799946311196,-0.05731733780952528
10.12.88.201,0,-0.1828789941919557,-0.030881166684044142,-0.01974638374291604
10.12.49.38,0,-0.1828789941919557,-0.030881166684044142,-0.01974638374291604
10.12.44.88,0,-0.258133018413539,0.038455196406504,-0.010684946947404383
10.12.44.167,0,0.21495699007075944,0.4392542893919232,-0.011445633916865759
10.12.56.36,0,-0.1705828210657237,-0.04135839431258167,-0.021138774284490448
10.12.80.16,0,-0.1232202135390303,-0.07976215020394754,-0.026278802121470844
10.12.44.94,0,0.5014791480296696,-0.3814627957579757,-0.07200427773630572
10.12.45.53,0,0.035456241434616426,0.5536365248943266,0.059487113232853966
10.12.16.32,0,-0.36758841794914293,0.160291408469584,0.0047968164430792284
10.12.49.43,0,-0.1828789941919557,-0.030881166684044142,-0.01974638374291604
10.12.90.44,0,-0.18287865862227373,-0.030880626651482456,-0.019744386878756202
10.12.24.45,0,0.17621611453713618,-0.26598194892290783,-0.05267730606485399
10.12.32.36,0,0.29168874395668387,-0.316549580498726,-0.06057183469450863
10.12.48.41,0,-0.1828789941919557,-0.030881166684044142,-0.01974638374291604
10.12.90.60,0,0.45935788865558363,0.7672209940804547,-0.2276334788825474
10.12.88.167,0,0.18771505461257154,0.7037907130664625,0.0349429863613186
10.12.88.205,0,-0.1828789941919557,-0.030881166684044142,-0.01974638374291604
10.12.1.31,0,-0.3676152680636586,0.16028091327417274,0.0047730189307186
10.12.44.75,0,0.17621611453713618,-0.26598194892290783,-0.05267730606485399
10.12.106.29,0,0.3600680072513147,0.021816784592890468,0.4786546668144632
10.12.49.59,0,-0.03907320254526711,0.38196081152071903,0.46680090563523935
10.12.86.49,0,-0.24908061751269192,0.02959616365232587,-0.011831823281252303
10.12.60.32,0,0.31052858844958636,-0.3237937665986511,-0.06175233437560916
10.12.36.32,0,0.8164079985195453,-0.40763632369621083,-0.08148202517029826
10.12.88.176,0,-0.1828789941919557,-0.030881166684044142,-0.01974638374291604
10.12.88.61,0,-0.1828789941919557,-0.030881166684044142,-0.01974638374291604
10.12.45.239,0,-0.077097084524851,-0.11443562358664511,-0.03099090050168804
10.12.80.70,0,-0.3676169075375412,0.16027961836750204,0.004768600879241451
10.12.90.12,0,-0.11659955546606315,-0.08489755157028554,-0.026972259502381763
10.12.1.9,0,-0.3676059126412641,0.16028503732693966,0.0047824057979322255
10.12.41.212,0,-0.1828789941919557,-0.030881166684044142,-0.01974638374291604
10.12.60.45,0,-0.1828789941919557,-0.030881166684044142,-0.01974638374291604
