IP,label,0,1,2
10.12.200.1,1,-0.3675329849817808,0.16030968960480985,0.004825542644472531
10.12.44.224,1,0.6835013465277054,0.9256238867011503,-0.4750881814496778
10.12.45.129,1,0.6902084729048387,0.18092149889551543,0.4826490259576852
10.12.60.32,1,0.6443257934865777,0.9313398592212058,-0.42087681923672865
10.12.60.66,1,0.6579630330980417,0.884635110416974,-0.4301683005341619
10.12.1.195,1,0.9032200267687301,-0.06879003464560071,0.31722029145929376
10.12.45.212,1,0.8430295093202034,-0.11925971672461362,0.3504290475389881
10.12.200.1,1,-0.36751728032029135,0.16031479290862044,0.004835433666487601
10.12.84.39,1,0.42826591055253954,0.3831442957302928,0.7299849223127453
10.12.45.63,1,0.3664153643723283,-0.25936215581746963,0.1071898852359931
10.12.1.37,1,0.7707279625987582,0.10217148882409165,0.5354667044497888
10.12.1.56,1,0.37051268120172404,0.24215739538735115,0.49687734961697283
10.12.44.54,1,0.6598463183709801,0.8999147956113162,-0.4575641390159595
10.12.8.36,1,0.6101902465332709,0.25350666124437216,0.681204091141645
10.12.1.195,1,0.8212028374811575,0.150273414558448,0.43634522461297914
10.12.16.32,1,0.6752205915866918,0.9112885411745829,-0.4576534493418706
10.12.44.138,1,0.8976029759544313,0.016575555760862903,0.2692522800682473
10.12.1.196,1,-0.3675440539117162,0.16030435351694053,0.004816209076860645
10.12.87.73,1,0.8018698626563835,-0.1333920525204565,0.345603867648392
10.12.1.205,1,-0.3675488242605119,0.16030304057156894,0.004814481962181143
10.12.45.100,1,0.6789005915329897,0.9329477891763311,-0.4732785104308853
10.12.80.87,1,0.019531150429984986,-0.07893624776689184,0.1302061527230234
10.12.1.56,1,0.3188054739931804,0.18271388261539642,0.4042900956408703
10.12.44.138,1,0.8926369065030902,0.026543943543720302,0.26925085453927283
10.12.60.71,1,-0.3675937876088934,0.16028965489265434,0.00479362264224473
10.12.1.56,1,0.4327565792058609,0.35012530692064253,0.7089447822031825
10.12.1.96,1,-0.3675854889486738,0.16029233757845834,0.00479843428119134
10.12.44.108,1,0.6598620927299562,0.905159422630056,-0.4331402562010906
10.12.1.2,1,0.6591293885139152,0.9291722925799413,-0.4863696150279096
10.12.1.56,1,0.6107568653908392,0.35722388118650067,0.7937756943580656
10.12.1.56,1,-0.1895456989297449,0.40810226104399294,0.06889739178986706
10.12.1.14,1,-0.3675927196393059,0.16029000956397665,0.004794284615535737
10.12.45.74,1,-0.3675937876088934,0.16028965489265434,0.00479362264224473
10.12.60.83,1,0.8945418075081006,0.13901520031763137,0.14024632257995961
10.12.80.87,1,0.13320147260286197,0.19494248448509136,0.12915293214105758
10.12.80.87,1,0.042807393618184066,-0.053744158335360843,0.18619389322117486
10.12.28.11,1,-0.3675846935100497,0.1602925870481928,0.0047988607165521365
10.12.60.66,1,0.7046417107250353,0.9064958936748905,-0.446119304891972
10.12.80.87,1,0.12214956565345741,0.1838079955322919,0.1677719911006021
10.12.200.1,1,0.01228099277202464,0.18335352889197704,0.4378555466416097
10.12.28.37,1,0.6752205915866918,0.9112885411745829,-0.4576534493418706
10.12.60.56,1,-0.367579295327886,0.16029425200422578,0.004801627528845182
10.12.1.14,1,-0.3675927196393059,0.16029000956397665,0.004794284615535737
10.12.72.36,1,0.21300626554736027,0.45181828292280896,0.6458322443649932
10.12.200.1,1,-0.36751728032029135,0.16031479290862044,0.004835433666487601
10.12.90.62,1,0.2990890024016883,0.3807545715128377,0.6933853926995659
10.12.60.58,1,-0.367579295327886,0.16029425200422578,0.004801627528845182
10.12.1.56,1,0.5683025975103171,0.422248870241035,0.8236844924904368
10.12.28.37,1,0.6757117207410682,0.9144300275323116,-0.4742894778011517
10.12.10.106,1,0.6211834465446506,0.9078831071090586,-0.42376957429821754
10.12.45.129,1,-0.3675927196393059,0.16029000956397665,0.004794284615535737
10.12.16.32,1,-0.3675884179494184,0.1602914084694254,0.0047968164430768675
10.12.1.230,1,0.008530367424499006,0.2884013766391471,0.5184622008683055
10.12.1.56,1,-0.08908647786079661,0.39911406658676896,0.09597801847799627
10.12.44.130,1,0.6183989320503942,0.1329449505069619,0.5909640982087944
10.12.20.50,1,0.6840441331596143,0.9256066674283313,-0.47401075845596674
10.12.1.56,1,0.3827329120664972,0.2509941818859172,0.5924579978076834
10.12.1.195,1,0.8662017975581984,0.03558684571841063,0.38319296314611717
10.12.44.180,1,0.6740672961122007,0.9309624486609641,-0.47325247028025585
10.12.44.180,1,0.6825178191110131,0.935496042597855,-0.47847385202657094
10.12.60.60,1,0.2343874149082936,0.4142474676767098,0.6493522473678102
10.12.1.2,1,-0.36757257954529776,0.16029626589406873,0.004804809232055097
